qGS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
CAIRO_LIVER_DEVELOPMENT_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/CAIRO_LIVER_DEVELOPMENT_UP	0.30375	1.0084	0.4206	1	1	0.194	0.0977	0.176	1	0.588
MA_PITUITARY_FETAL_VS_ADULT_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/MA_PITUITARY_FETAL_VS_ADULT_UP	0.32109	1.0083	0.4242	1	1	0.214	0.103	0.192	1	0.586
REACTOME_SIGNALLING_BY_NGF	212	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALLING_BY_NGF	0.21203	1.0082	0.4419	1	1	0.16	0.139	0.139	1	0.584
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	0.26944	1.008	0.4363	1	1	0.292	0.205	0.232	1	0.582
RAO_BOUND_BY_SALL4_ISOFORM_B	489	http://www.broadinstitute.org/gsea/msigdb/cards/RAO_BOUND_BY_SALL4_ISOFORM_B	0.25559	1.0078	0.469	1	1	0.227	0.153	0.196	1	0.579
YANAGIHARA_ESX1_TARGETS	29	http://www.broadinstitute.org/gsea/msigdb/cards/YANAGIHARA_ESX1_TARGETS	0.40532	1.0075	0.4497	1	1	0.379	0.15	0.323	1	0.578
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	101	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.23902	1.0073	0.475	1	1	0.248	0.207	0.197	1	0.575
NIELSEN_GIST	93	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_GIST	0.27837	1.0073	0.4573	1	1	0.247	0.152	0.21	1	0.574
ONDER_CDH1_TARGETS_1_UP	134	http://www.broadinstitute.org/gsea/msigdb/cards/ONDER_CDH1_TARGETS_1_UP	0.20525	1.0067	0.4487	1	1	0.142	0.113	0.126	1	0.573
IKEDA_MIR133_TARGETS_UP	43	http://www.broadinstitute.org/gsea/msigdb/cards/IKEDA_MIR133_TARGETS_UP	0.36182	1.0056	0.499	1	1	0.279	0.164	0.234	1	0.576
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	30	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.33409	1.0055	0.5099	1	1	0.1	0.0637	0.0937	1	0.572
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN	27	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN	0.2735	1.0042	0.46	1	1	0.222	0.138	0.192	1	0.575
FOSTER_KDM1A_TARGETS_DN	199	http://www.broadinstitute.org/gsea/msigdb/cards/FOSTER_KDM1A_TARGETS_DN	0.18477	1.0041	0.4198	1	1	0.166	0.169	0.139	1	0.574
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP	0.39984	1.0024	0.4646	1	1	0.467	0.197	0.375	1	0.577
REACTOME_DARPP_32_EVENTS	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DARPP_32_EVENTS	0.32538	1.0019	0.4678	1	1	0.333	0.178	0.274	1	0.575
LANG_MYB_FAMILY_TARGETS	29	http://www.broadinstitute.org/gsea/msigdb/cards/LANG_MYB_FAMILY_TARGETS	0.35421	1.0015	0.4574	1	1	0.207	0.0591	0.195	1	0.573
NAKAMURA_METASTASIS	44	http://www.broadinstitute.org/gsea/msigdb/cards/NAKAMURA_METASTASIS	0.25852	1.0007	0.4515	1	1	0.159	0.111	0.142	1	0.574
RATTENBACHER_BOUND_BY_CELF1	409	http://www.broadinstitute.org/gsea/msigdb/cards/RATTENBACHER_BOUND_BY_CELF1	0.20089	1.0005	0.4746	1	1	0.144	0.125	0.128	1	0.572
FARMER_BREAST_CANCER_CLUSTER_6	16	http://www.broadinstitute.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_CLUSTER_6	0.40035	1.0002	0.4704	1	1	0.438	0.21	0.346	1	0.57
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	56	http://www.broadinstitute.org/gsea/msigdb/cards/BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	0.31126	1	0.4717	1	1	0.143	0.0527	0.136	1	0.567
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	0.27946	0.99968	0.4544	1	1	0.296	0.188	0.241	1	0.567
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	0.24793	0.99823	0.4878	1	1	0.22	0.154	0.187	1	0.569
DING_LUNG_CANCER_BY_MUTATION_RATE	19	http://www.broadinstitute.org/gsea/msigdb/cards/DING_LUNG_CANCER_BY_MUTATION_RATE	0.31553	0.99768	0.4778	1	1	0.105	0.035	0.102	1	0.568
WEI_MIR34A_TARGETS	139	http://www.broadinstitute.org/gsea/msigdb/cards/WEI_MIR34A_TARGETS	0.26751	0.99712	0.4622	1	1	0.259	0.209	0.206	1	0.568
GOZGIT_ESR1_TARGETS_UP	141	http://www.broadinstitute.org/gsea/msigdb/cards/GOZGIT_ESR1_TARGETS_UP	0.2445	0.99625	0.4419	1	1	0.177	0.134	0.154	1	0.568
VALK_AML_CLUSTER_8	24	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_8	0.29443	0.99581	0.4492	1	1	0.0833	0.0339	0.0806	1	0.567
DOANE_BREAST_CANCER_CLASSES_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/DOANE_BREAST_CANCER_CLASSES_UP	0.25403	0.99509	0.4283	1	1	0.186	0.128	0.162	1	0.568
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A	21	http://www.broadinstitute.org/gsea/msigdb/cards/SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A	0.38522	0.99505	0.4492	1	1	0.143	0.04	0.137	1	0.567
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	22	http://www.broadinstitute.org/gsea/msigdb/cards/BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	0.34596	0.99429	0.4712	1	1	0.227	0.0972	0.205	1	0.566
KEGG_COLORECTAL_CANCER	62	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_COLORECTAL_CANCER	0.30327	0.99392	0.4761	1	1	0.0968	0.0515	0.092	1	0.566
KEGG_GLUTATHIONE_METABOLISM	50	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLUTATHIONE_METABOLISM	0.25825	0.99391	0.4706	1	1	0.14	0.0835	0.129	1	0.564
HUMMEL_BURKITTS_LYMPHOMA_UP	38	http://www.broadinstitute.org/gsea/msigdb/cards/HUMMEL_BURKITTS_LYMPHOMA_UP	0.33081	0.99355	0.4606	1	1	0.184	0.0775	0.17	1	0.562
RODRIGUES_NTN1_TARGETS_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/RODRIGUES_NTN1_TARGETS_UP	0.39108	0.9935	0.4832	1	1	0.312	0.116	0.276	1	0.56
DUAN_PRDM5_TARGETS	74	http://www.broadinstitute.org/gsea/msigdb/cards/DUAN_PRDM5_TARGETS	0.22702	0.99279	0.497	1	1	0.122	0.064	0.114	1	0.56
KEGG_BASAL_TRANSCRIPTION_FACTORS	32	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_BASAL_TRANSCRIPTION_FACTORS	0.33169	0.99274	0.4646	1	1	0.406	0.228	0.314	1	0.559
IVANOVA_HEMATOPOIESIS_STEM_CELL	243	http://www.broadinstitute.org/gsea/msigdb/cards/IVANOVA_HEMATOPOIESIS_STEM_CELL	0.21784	0.99162	0.4887	1	1	0.123	0.0912	0.113	1	0.56
PID_ILK_PATHWAY	45	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ILK_PATHWAY	0.29021	0.98991	0.4638	1	1	0.244	0.164	0.205	1	0.562
WANG_TARGETS_OF_MLL_CBP_FUSION_UP	43	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_TARGETS_OF_MLL_CBP_FUSION_UP	0.22505	0.98827	0.4735	1	1	0.209	0.133	0.182	1	0.565
YAGI_AML_WITH_T_9_11_TRANSLOCATION	121	http://www.broadinstitute.org/gsea/msigdb/cards/YAGI_AML_WITH_T_9_11_TRANSLOCATION	0.23411	0.98807	0.5117	1	1	0.24	0.171	0.2	1	0.564
ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	292	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	0.22356	0.98805	0.4495	1	1	0.0959	0.0603	0.0911	1	0.562
PID_TGFBR_PATHWAY	54	http://www.broadinstitute.org/gsea/msigdb/cards/PID_TGFBR_PATHWAY	0.34078	0.98724	0.5021	1	1	0.167	0.0905	0.152	1	0.564
VANTVEER_BREAST_CANCER_METASTASIS_UP	52	http://www.broadinstitute.org/gsea/msigdb/cards/VANTVEER_BREAST_CANCER_METASTASIS_UP	0.27187	0.98705	0.4576	1	1	0.135	0.125	0.118	1	0.561
LUI_THYROID_CANCER_PAX8_PPARG_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/LUI_THYROID_CANCER_PAX8_PPARG_DN	0.27122	0.98619	0.4648	1	1	0.222	0.136	0.192	1	0.563
KEGG_LINOLEIC_ACID_METABOLISM	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LINOLEIC_ACID_METABOLISM	0.32657	0.98604	0.4905	1	1	0.192	0.102	0.173	1	0.561
GRABARCZYK_BCL11B_TARGETS_DN	54	http://www.broadinstitute.org/gsea/msigdb/cards/GRABARCZYK_BCL11B_TARGETS_DN	0.27708	0.98571	0.4918	1	1	0.185	0.128	0.162	1	0.557
TIEN_INTESTINE_PROBIOTICS_2HR_UP	26	http://www.broadinstitute.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_2HR_UP	0.29454	0.98393	0.4775	1	1	0.308	0.182	0.252	1	0.564
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	44	http://www.broadinstitute.org/gsea/msigdb/cards/ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.27976	0.98326	0.4705	1	1	0.227	0.139	0.196	1	0.564
BIOCARTA_UCALPAIN_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_UCALPAIN_PATHWAY	0.28641	0.98239	0.4728	1	1	0.167	0.101	0.15	1	0.565
ZHAN_MULTIPLE_MYELOMA_UP	62	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_UP	0.28095	0.98195	0.5021	1	1	0.145	0.0984	0.131	1	0.565
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	236	http://www.broadinstitute.org/gsea/msigdb/cards/MASSARWEH_TAMOXIFEN_RESISTANCE_DN	0.22997	0.98114	0.4969	1	1	0.178	0.126	0.157	1	0.563
VANASSE_BCL2_TARGETS_UP	37	http://www.broadinstitute.org/gsea/msigdb/cards/VANASSE_BCL2_TARGETS_UP	0.30325	0.98089	0.4802	1	1	0.216	0.12	0.191	1	0.561
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	0.36947	0.9807	0.505	1	1	0.2	0.0242	0.195	1	0.56
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.33747	0.98032	0.4906	1	1	0.133	0.112	0.118	1	0.559
BIOCARTA_AGR_PATHWAY	36	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AGR_PATHWAY	0.26419	0.97995	0.4763	1	1	0.25	0.164	0.209	1	0.559
KEGG_VEGF_SIGNALING_PATHWAY	73	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VEGF_SIGNALING_PATHWAY	0.21369	0.97938	0.4617	1	1	0.0685	0.0441	0.0657	1	0.557
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	30	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.27905	0.97932	0.4775	1	1	0.2	0.101	0.18	1	0.556
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	29	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.35001	0.97896	0.5144	1	1	0.172	0.0659	0.161	1	0.555
SMIRNOV_RESPONSE_TO_IR_6HR_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/SMIRNOV_RESPONSE_TO_IR_6HR_UP	0.22704	0.97838	0.4956	1	1	0.197	0.162	0.167	1	0.554
PID_REELIN_PATHWAY	28	http://www.broadinstitute.org/gsea/msigdb/cards/PID_REELIN_PATHWAY	0.31497	0.97657	0.516	1	1	0.179	0.089	0.163	1	0.558
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	0.38215	0.97657	0.4876	1	1	0.343	0.165	0.287	1	0.557
WEBER_METHYLATED_IN_COLON_CANCER	18	http://www.broadinstitute.org/gsea/msigdb/cards/WEBER_METHYLATED_IN_COLON_CANCER	0.34815	0.9748	0.5064	1	1	0.278	0.162	0.233	1	0.561
REACTOME_CTLA4_INHIBITORY_SIGNALING	21	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CTLA4_INHIBITORY_SIGNALING	0.30546	0.97455	0.503	1	1	0.0952	0.0215	0.0933	1	0.559
HOELZEL_NF1_TARGETS_DN	105	http://www.broadinstitute.org/gsea/msigdb/cards/HOELZEL_NF1_TARGETS_DN	0.29468	0.97452	0.4902	1	1	0.152	0.0677	0.143	1	0.558
PID_IL8_CXCR1_PATHWAY	27	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL8_CXCR1_PATHWAY	0.25797	0.97449	0.5111	1	1	0.0741	0.0223	0.0725	1	0.558
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	76	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.23538	0.974	0.4902	1	1	0.105	0.0515	0.1	1	0.559
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP	52	http://www.broadinstitute.org/gsea/msigdb/cards/YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP	0.30808	0.97394	0.5111	1	1	0.346	0.184	0.283	1	0.555
PID_RETINOIC_ACID_PATHWAY	30	http://www.broadinstitute.org/gsea/msigdb/cards/PID_RETINOIC_ACID_PATHWAY	0.30557	0.97388	0.4703	1	1	0.333	0.167	0.278	1	0.553
VANLOO_SP3_TARGETS_DN	82	http://www.broadinstitute.org/gsea/msigdb/cards/VANLOO_SP3_TARGETS_DN	0.21639	0.97368	0.52	1	1	0.28	0.216	0.221	1	0.549
PEDRIOLI_MIR31_TARGETS_DN	383	http://www.broadinstitute.org/gsea/msigdb/cards/PEDRIOLI_MIR31_TARGETS_DN	0.20758	0.97322	0.5056	1	1	0.102	0.069	0.0962	1	0.55
JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	297	http://www.broadinstitute.org/gsea/msigdb/cards/JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	0.27872	0.97306	0.5282	1	1	0.286	0.175	0.239	1	0.546
NIELSEN_LEIOMYOSARCOMA_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_LEIOMYOSARCOMA_DN	0.31951	0.97303	0.4748	1	1	0.235	0.182	0.193	1	0.543
BIOCARTA_MTA3_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MTA3_PATHWAY	0.30101	0.9703	0.5144	1	1	0.389	0.245	0.294	1	0.554
IKEDA_MIR30_TARGETS_UP	115	http://www.broadinstitute.org/gsea/msigdb/cards/IKEDA_MIR30_TARGETS_UP	0.37039	0.97008	0.4909	1	1	0.391	0.175	0.324	1	0.549
KEGG_PROPANOATE_METABOLISM	32	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PROPANOATE_METABOLISM	0.31666	0.97002	0.4842	1	1	0.312	0.226	0.242	1	0.548
GUO_HEX_TARGETS_UP	79	http://www.broadinstitute.org/gsea/msigdb/cards/GUO_HEX_TARGETS_UP	0.25896	0.96989	0.5135	1	1	0.266	0.164	0.223	1	0.547
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/IWANAGA_CARCINOGENESIS_BY_KRAS_UP	0.22719	0.96877	0.5172	1	1	0.144	0.11	0.129	1	0.548
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	0.3464	0.96864	0.5226	1	1	0.111	0.00673	0.11	1	0.547
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	0.33848	0.96855	0.4769	1	1	0.32	0.143	0.274	1	0.545
GAL_LEUKEMIC_STEM_CELL_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/GAL_LEUKEMIC_STEM_CELL_UP	0.2221	0.96852	0.5235	1	1	0.227	0.158	0.192	1	0.543
PID_AR_NONGENOMIC_PATHWAY	31	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AR_NONGENOMIC_PATHWAY	0.31791	0.96768	0.4978	1	1	0.129	0.0934	0.117	1	0.545
KEGG_LONG_TERM_DEPRESSION	68	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LONG_TERM_DEPRESSION	0.2369	0.96739	0.5443	1	1	0.191	0.146	0.164	1	0.542
MATZUK_IMPLANTATION_AND_UTERINE	22	http://www.broadinstitute.org/gsea/msigdb/cards/MATZUK_IMPLANTATION_AND_UTERINE	0.32379	0.96733	0.4958	1	1	0.182	0.0723	0.169	1	0.541
ST_GA13_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/ST_GA13_PATHWAY	0.26157	0.96722	0.4753	1	1	0.108	0.0515	0.103	1	0.54
ZHENG_IL22_SIGNALING_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/ZHENG_IL22_SIGNALING_DN	0.28244	0.96613	0.5022	1	1	0.15	0.0633	0.141	1	0.541
PID_HNF3A_PATHWAY	43	http://www.broadinstitute.org/gsea/msigdb/cards/PID_HNF3A_PATHWAY	0.23483	0.96487	0.5247	1	1	0.093	0.0716	0.0865	1	0.544
BIOCARTA_ACH_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ACH_PATHWAY	0.31061	0.9634	0.4627	1	1	1	0.69	0.311	1	0.546
TCGA_GLIOBLASTOMA_COPY_NUMBER_DN	30	http://www.broadinstitute.org/gsea/msigdb/cards/TCGA_GLIOBLASTOMA_COPY_NUMBER_DN	0.33046	0.96306	0.4738	1	1	0.367	0.173	0.304	1	0.545
PID_BMP_PATHWAY	42	http://www.broadinstitute.org/gsea/msigdb/cards/PID_BMP_PATHWAY	0.28983	0.96305	0.4979	1	1	0.0952	0.0545	0.0902	1	0.543
FAELT_B_CLL_WITH_VH3_21_DN	47	http://www.broadinstitute.org/gsea/msigdb/cards/FAELT_B_CLL_WITH_VH3_21_DN	0.28234	0.9627	0.503	1	1	0.128	0.0987	0.115	1	0.542
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	36	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	0.32733	0.96246	0.5011	1	1	0.278	0.123	0.244	1	0.541
FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	104	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	0.21828	0.96158	0.5295	1	1	0.173	0.14	0.149	1	0.541
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	131	http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	0.24039	0.96064	0.5218	1	1	0.183	0.135	0.159	1	0.542
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	34	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.27797	0.95842	0.5139	1	1	0.0882	0.0591	0.0831	1	0.548
JAZAG_TGFB1_SIGNALING_UP	105	http://www.broadinstitute.org/gsea/msigdb/cards/JAZAG_TGFB1_SIGNALING_UP	0.24646	0.95722	0.534	1	1	0.181	0.114	0.161	1	0.548
BIOCARTA_CHREBP2_PATHWAY	41	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CHREBP2_PATHWAY	0.26267	0.95631	0.534	1	1	0.244	0.173	0.202	1	0.55
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	65	http://www.broadinstitute.org/gsea/msigdb/cards/VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	0.32831	0.95554	0.534	1	1	0.4	0.221	0.312	1	0.55
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	251	http://www.broadinstitute.org/gsea/msigdb/cards/SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	0.18701	0.95324	0.5562	1	1	0.147	0.129	0.13	1	0.554
PID_RXR_VDR_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/PID_RXR_VDR_PATHWAY	0.28447	0.95262	0.4969	1	1	0.231	0.153	0.196	1	0.553
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	313	http://www.broadinstitute.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	0.24105	0.95209	0.5697	1	1	0.22	0.154	0.189	1	0.552
KEGG_ERBB_SIGNALING_PATHWAY	86	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ERBB_SIGNALING_PATHWAY	0.24541	0.95178	0.5454	1	1	0.244	0.191	0.198	1	0.553
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	95	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	0.23552	0.95135	0.5172	1	1	0.158	0.12	0.139	1	0.552
BEIER_GLIOMA_STEM_CELL_UP	35	http://www.broadinstitute.org/gsea/msigdb/cards/BEIER_GLIOMA_STEM_CELL_UP	0.29736	0.95105	0.5032	1	1	0.229	0.117	0.202	1	0.551
BERNARD_PPAPDC1B_TARGETS_DN	55	http://www.broadinstitute.org/gsea/msigdb/cards/BERNARD_PPAPDC1B_TARGETS_DN	0.25101	0.95045	0.589	1	1	0.145	0.106	0.13	1	0.551
LOPEZ_MBD_TARGETS_IMPRINTED_AND_X_LINKED	15	http://www.broadinstitute.org/gsea/msigdb/cards/LOPEZ_MBD_TARGETS_IMPRINTED_AND_X_LINKED	0.36137	0.95041	0.5139	1	1	0.267	0.111	0.237	1	0.55
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	58	http://www.broadinstitute.org/gsea/msigdb/cards/WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	0.26153	0.94869	0.5494	1	1	0.293	0.198	0.236	1	0.552
BOYLAN_MULTIPLE_MYELOMA_D_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/BOYLAN_MULTIPLE_MYELOMA_D_UP	0.27095	0.94862	0.5336	1	1	0.256	0.176	0.212	1	0.551
KEGG_MAPK_SIGNALING_PATHWAY	260	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_MAPK_SIGNALING_PATHWAY	0.18234	0.94801	0.5394	1	1	0.115	0.112	0.103	1	0.55
ST_INTERLEUKIN_4_PATHWAY	25	http://www.broadinstitute.org/gsea/msigdb/cards/ST_INTERLEUKIN_4_PATHWAY	0.25678	0.94615	0.537	1	1	0.2	0.172	0.166	1	0.552
KEGG_INSULIN_SIGNALING_PATHWAY	136	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_INSULIN_SIGNALING_PATHWAY	0.20011	0.94586	0.5327	1	1	0.184	0.19	0.15	1	0.552
GOLDRATH_IMMUNE_MEMORY	62	http://www.broadinstitute.org/gsea/msigdb/cards/GOLDRATH_IMMUNE_MEMORY	0.24968	0.94499	0.5326	1	1	0.274	0.172	0.228	1	0.552
PID_NEPHRIN_NEPH1_PATHWAY	31	http://www.broadinstitute.org/gsea/msigdb/cards/PID_NEPHRIN_NEPH1_PATHWAY	0.29281	0.94431	0.5373	1	1	0.129	0.0515	0.123	1	0.551
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	192	http://www.broadinstitute.org/gsea/msigdb/cards/WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	0.33829	0.94411	0.5198	1	1	0.328	0.166	0.276	1	0.552
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	79	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.25622	0.94403	0.5772	1	1	0.177	0.14	0.153	1	0.548
PID_EPO_PATHWAY	34	http://www.broadinstitute.org/gsea/msigdb/cards/PID_EPO_PATHWAY	0.25126	0.94361	0.573	1	1	0.265	0.156	0.224	1	0.549
NAKAMURA_METASTASIS_MODEL_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/NAKAMURA_METASTASIS_MODEL_UP	0.2475	0.94359	0.524	1	1	0.143	0.111	0.127	1	0.547
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	0.23053	0.943	0.5401	1	1	0.22	0.188	0.18	1	0.546
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	111	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.22283	0.94295	0.5329	1	1	0.117	0.108	0.105	1	0.544
PID_S1P_S1P2_PATHWAY	24	http://www.broadinstitute.org/gsea/msigdb/cards/PID_S1P_S1P2_PATHWAY	0.29875	0.94274	0.5393	1	1	0.25	0.135	0.217	1	0.544
WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT	58	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT	0.27829	0.94228	0.5314	1	1	0.241	0.164	0.202	1	0.544
SMID_BREAST_CANCER_LUMINAL_B_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_LUMINAL_B_UP	0.19554	0.94219	0.5893	1	1	0.171	0.147	0.147	1	0.541
